Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,33,Travel_Frequently,970,Cardiology,7,3,Life Sciences,4,Female,30,3,2,Nurse,2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2
No,34,Non-Travel,697,Maternity,3,4,Life Sciences,3,Male,40,2,1,Other,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0
No,48,Non-Travel,1262,Neurology,1,4,Medical,1,Male,35,4,4,Other,4,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1
No,45,Non-Travel,1050,Cardiology,9,4,Life Sciences,2,Female,65,2,2,Nurse,3,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12
No,52,Travel_Rarely,994,Maternity,7,4,Life Sciences,2,Male,87,3,3,Nurse,2,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0
No,38,Travel_Rarely,770,Cardiology,10,4,Marketing,3,Male,73,2,3,Nurse,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7
No,29,Travel_Rarely,1107,Maternity,28,4,Life Sciences,3,Female,93,3,1,Other,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7
No,28,Travel_Rarely,950,Neurology,3,3,Medical,4,Female,93,3,3,Therapist,2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7
No,46,Travel_Rarely,406,Cardiology,3,1,Marketing,1,Male,52,3,4,Administrative,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9
No,38,Travel_Rarely,130,Cardiology,2,2,Marketing,4,Male,32,3,3,Nurse,2,Single,7351,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0
No,43,Travel_Frequently,1082,Maternity,27,3,Life Sciences,3,Female,83,3,3,Therapist,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1
No,39,Travel_Frequently,203,Maternity,2,3,Life Sciences,1,Male,84,3,4,Nurse,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5
No,40,Travel_Rarely,1308,Maternity,14,3,Medical,3,Male,44,2,5,Administrative,3,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9
Yes,21,Travel_Rarely,984,Maternity,1,1,Technical Degree,4,Female,70,2,1,Other,2,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2
No,39,Non-Travel,439,Maternity,9,3,Life Sciences,3,Male,70,3,2,Nurse,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3
No,36,Non-Travel,217,Maternity,18,4,Life Sciences,1,Male,78,3,2,Therapist,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9
No,31,Travel_Frequently,793,Cardiology,20,3,Life Sciences,3,Male,67,4,1,Other,4,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2
No,28,Travel_Rarely,1451,Maternity,2,1,Life Sciences,1,Male,67,2,1,Other,2,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4
No,35,Travel_Frequently,1182,Cardiology,11,2,Marketing,4,Male,54,3,2,Nurse,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2
No,49,Travel_Rarely,174,Cardiology,8,4,Technical Degree,4,Male,56,2,4,Nurse,2,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3
No,34,Travel_Frequently,1003,Neurology,2,2,Life Sciences,4,Male,95,3,2,Therapist,3,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2
No,29,Travel_Frequently,490,Maternity,10,3,Life Sciences,4,Female,61,3,1,Other,2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1
No,42,Travel_Rarely,188,Maternity,29,3,Medical,2,Male,56,1,2,Nurse,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0
No,29,Travel_Rarely,718,Maternity,8,1,Medical,2,Male,79,2,2,Therapist,4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2
No,38,Travel_Rarely,433,Neurology,1,3,Human Resources,3,Male,37,4,1,Other,3,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0
No,28,Travel_Frequently,773,Maternity,6,3,Life Sciences,3,Male,39,2,1,Other,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2
Yes,18,Non-Travel,247,Maternity,8,1,Medical,3,Male,80,3,1,Nurse,3,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0
Yes,33,Travel_Rarely,603,Cardiology,9,4,Marketing,1,Female,77,3,2,Nurse,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3
No,41,Travel_Rarely,167,Maternity,12,4,Life Sciences,2,Male,46,3,1,Nurse,4,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0
No,31,Travel_Frequently,874,Maternity,15,3,Medical,3,Male,72,3,1,Nurse,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2
No,37,Travel_Rarely,367,Maternity,25,2,Medical,3,Female,52,2,2,Nurse,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3
No,27,Travel_Rarely,199,Maternity,6,3,Life Sciences,4,Male,55,2,1,Other,3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2
No,34,Travel_Rarely,1400,Cardiology,9,1,Life Sciences,2,Female,70,3,2,Nurse,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3
No,35,Travel_Rarely,528,Neurology,8,4,Technical Degree,3,Male,100,3,1,Other,3,Single,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4
Yes,29,Travel_Rarely,408,Cardiology,23,1,Life Sciences,4,Female,45,2,3,Nurse,1,Married,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10
No,40,Travel_Frequently,593,Maternity,9,4,Medical,2,Female,88,3,3,Administrative,3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13
No,42,Travel_Frequently,481,Cardiology,12,3,Life Sciences,3,Male,44,3,4,Nurse,1,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14
No,42,Travel_Rarely,647,Cardiology,4,4,Marketing,2,Male,45,3,2,Nurse,1,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5
No,35,Travel_Rarely,982,Maternity,1,4,Medical,4,Male,58,2,1,Nurse,3,Married,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7
No,24,Travel_Rarely,477,Maternity,24,3,Medical,4,Male,49,3,1,Nurse,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2
Yes,28,Travel_Rarely,1485,Maternity,12,1,Life Sciences,3,Female,79,3,1,Nurse,4,Married,2515,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0
No,26,Travel_Rarely,1384,Maternity,3,4,Medical,1,Male,82,4,1,Nurse,4,Married,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7
No,30,Travel_Rarely,852,Cardiology,10,3,Marketing,3,Male,72,2,2,Nurse,3,Married,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4
No,40,Travel_Frequently,902,Maternity,26,2,Medical,3,Female,92,2,2,Other,4,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0
No,35,Travel_Rarely,819,Neurology,2,3,Life Sciences,3,Male,44,2,3,Therapist,2,Divorced,10274,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4
No,34,Travel_Frequently,669,Maternity,1,3,Medical,4,Male,97,2,2,Nurse,1,Single,5343,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9
No,35,Travel_Frequently,636,Maternity,4,4,Other,4,Male,47,2,1,Nurse,4,Married,2376,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2
Yes,43,Travel_Rarely,1372,Cardiology,9,3,Marketing,1,Female,85,1,2,Nurse,3,Single,5346,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3
No,32,Non-Travel,862,Cardiology,2,1,Life Sciences,3,Female,76,3,1,Other,1,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0
No,56,Travel_Rarely,718,Neurology,4,4,Technical Degree,4,Female,92,3,5,Other,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2
No,29,Travel_Rarely,1401,Maternity,6,1,Medical,2,Female,54,3,1,Nurse,4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8
No,19,Travel_Rarely,645,Maternity,9,2,Life Sciences,3,Male,54,3,1,Other,1,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0
No,45,Travel_Rarely,1457,Maternity,7,3,Medical,1,Female,83,3,1,Other,3,Married,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2
No,37,Travel_Rarely,977,Neurology,1,3,Life Sciences,4,Female,56,2,2,Therapist,4,Married,6474,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11
Yes,20,Travel_Rarely,805,Maternity,3,3,Life Sciences,1,Male,87,2,1,Nurse,3,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2
Yes,44,Travel_Rarely,1097,Maternity,10,4,Life Sciences,3,Male,96,3,1,Other,3,Single,2936,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2
No,53,Travel_Rarely,1223,Neurology,7,2,Medical,4,Female,50,3,5,Other,3,Divorced,18606,18640,3,Y,No,18,3,2,80,1,26,6,3,7,7,4,7
Yes,29,Travel_Rarely,942,Maternity,15,1,Life Sciences,2,Female,69,1,1,Other,4,Married,2168,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3
Yes,22,Travel_Frequently,1256,Maternity,3,4,Life Sciences,3,Male,48,2,1,Other,4,Married,2853,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0
No,46,Travel_Rarely,1402,Cardiology,2,3,Marketing,3,Female,69,3,4,Administrative,1,Married,17048,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9
No,44,Non-Travel,111,Maternity,17,3,Life Sciences,4,Male,74,1,1,Other,3,Single,2290,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0
No,33,Travel_Rarely,147,Neurology,2,3,Human Resources,2,Male,99,3,1,Other,3,Married,3600,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4
Yes,41,Non-Travel,906,Maternity,5,2,Life Sciences,1,Male,95,2,1,Other,1,Divorced,2107,20293,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0
No,30,Travel_Rarely,1329,Cardiology,29,4,Life Sciences,3,Male,61,3,2,Nurse,1,Divorced,4115,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3
No,40,Travel_Frequently,1184,Cardiology,2,4,Medical,2,Male,62,3,2,Nurse,2,Married,4327,25440,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0
No,50,Travel_Frequently,1421,Neurology,2,3,Medical,4,Female,30,3,4,Other,1,Married,17856,9490,2,Y,No,22,4,3,80,1,32,3,3,2,2,2,2
No,28,Travel_Rarely,1179,Maternity,19,4,Medical,4,Male,78,2,1,Nurse,1,Married,3196,12449,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3
No,46,Travel_Rarely,1450,Maternity,15,2,Life Sciences,4,Male,52,3,5,Administrative,2,Married,19081,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3
No,35,Travel_Rarely,1361,Cardiology,17,4,Life Sciences,3,Male,94,3,2,Nurse,1,Married,8966,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7
Yes,24,Travel_Rarely,984,Maternity,17,2,Life Sciences,4,Female,97,3,1,Nurse,2,Married,2210,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0
No,33,Travel_Frequently,1146,Cardiology,25,3,Medical,2,Female,82,3,2,Nurse,3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1
No,36,Travel_Rarely,917,Maternity,6,4,Life Sciences,3,Male,60,1,1,Nurse,3,Divorced,2741,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7
No,30,Travel_Rarely,853,Maternity,7,4,Life Sciences,3,Male,49,3,2,Nurse,3,Divorced,3491,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9
No,44,Travel_Rarely,200,Maternity,29,4,Other,4,Male,32,3,2,Other,4,Single,4541,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17
No,20,Travel_Rarely,654,Cardiology,21,3,Marketing,3,Male,43,4,1,Other,4,Single,2678,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2
No,46,Travel_Rarely,150,Neurology,2,4,Technical Degree,4,Male,60,3,2,Therapist,4,Divorced,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
No,42,Non-Travel,179,Neurology,2,5,Medical,4,Male,79,4,2,Other,1,Married,6272,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3
No,60,Travel_Rarely,696,Cardiology,7,4,Marketing,2,Male,52,4,2,Nurse,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9
No,32,Travel_Frequently,116,Maternity,13,3,Other,3,Female,77,2,1,Nurse,2,Married,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2
No,32,Travel_Frequently,1316,Maternity,2,2,Life Sciences,4,Female,38,3,2,Other,3,Single,4998,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7
No,36,Travel_Rarely,363,Neurology,1,3,Technical Degree,3,Female,77,1,3,Therapist,1,Divorced,10252,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7
No,33,Travel_Rarely,117,Maternity,9,3,Medical,1,Male,60,3,1,Other,4,Married,2781,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10
No,40,Travel_Rarely,107,Cardiology,10,3,Technical Degree,2,Female,84,2,2,Nurse,2,Divorced,6852,11591,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3
No,25,Travel_Rarely,1356,Cardiology,10,4,Life Sciences,3,Male,57,3,2,Nurse,4,Single,4950,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1
No,30,Travel_Rarely,1465,Maternity,1,3,Medical,4,Male,63,3,1,Other,2,Married,3579,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7
No,42,Travel_Frequently,458,Maternity,26,5,Medical,1,Female,60,3,3,Administrative,1,Married,13191,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0
No,35,Non-Travel,1212,Cardiology,8,2,Marketing,3,Female,78,2,3,Nurse,4,Married,10377,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12
No,27,Travel_Rarely,1103,Maternity,14,3,Life Sciences,1,Male,42,3,1,Other,1,Married,2235,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8
No,54,Travel_Frequently,966,Neurology,1,4,Life Sciences,4,Female,53,3,3,Therapist,3,Divorced,10502,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4
No,44,Travel_Rarely,1117,Maternity,2,1,Life Sciences,1,Female,72,4,1,Other,4,Married,2011,19982,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7
Yes,19,Non-Travel,504,Maternity,10,3,Medical,1,Female,96,2,1,Other,2,Single,1859,6148,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0
No,29,Travel_Rarely,1010,Maternity,1,3,Life Sciences,1,Female,97,3,1,Other,4,Divorced,3760,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2
No,54,Travel_Rarely,685,Maternity,3,3,Life Sciences,4,Male,85,3,4,Administrative,4,Married,17779,23474,3,Y,No,14,3,1,80,0,36,2,3,10,9,0,9
No,31,Travel_Rarely,1332,Maternity,11,2,Medical,3,Male,80,3,2,Nurse,1,Married,6833,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1
No,31,Travel_Rarely,1062,Maternity,24,3,Medical,3,Female,96,2,2,Nurse,1,Single,6812,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8
No,59,Travel_Rarely,326,Cardiology,3,3,Life Sciences,3,Female,48,2,2,Nurse,4,Single,5171,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5
No,43,Travel_Rarely,920,Maternity,3,3,Life Sciences,3,Male,96,1,5,Administrative,4,Married,19740,18625,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7
No,49,Travel_Rarely,1098,Neurology,4,2,Medical,1,Male,85,2,5,Other,3,Married,18711,12124,2,Y,No,13,3,3,80,1,23,2,4,1,0,0,0
No,36,Travel_Frequently,469,Maternity,3,3,Technical Degree,3,Male,46,3,1,Other,2,Married,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7
No,48,Travel_Rarely,969,Maternity,2,2,Technical Degree,4,Male,76,4,1,Nurse,2,Single,2559,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0
No,27,Travel_Rarely,1167,Maternity,4,2,Life Sciences,1,Male,76,3,1,Other,3,Divorced,2517,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3
No,29,Travel_Rarely,1329,Maternity,7,3,Life Sciences,3,Male,82,3,2,Nurse,4,Divorced,6623,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0
No,48,Travel_Rarely,715,Maternity,1,3,Life Sciences,4,Male,76,2,5,Administrative,4,Single,18265,8733,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0
No,29,Travel_Rarely,694,Maternity,1,3,Life Sciences,4,Female,87,2,4,Administrative,4,Divorced,16124,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7
No,34,Travel_Rarely,1320,Maternity,20,3,Technical Degree,3,Female,89,4,1,Other,3,Married,2585,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0
No,44,Travel_Rarely,1099,Cardiology,5,3,Marketing,2,Male,88,3,5,Administrative,2,Married,18213,8751,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10
No,33,Travel_Rarely,536,Cardiology,10,5,Marketing,4,Male,82,4,3,Nurse,3,Divorced,8380,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8
No,19,Travel_Rarely,265,Maternity,25,3,Life Sciences,2,Female,57,4,1,Other,4,Single,2994,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1
No,23,Travel_Rarely,373,Maternity,1,2,Life Sciences,4,Male,47,3,1,Other,3,Married,1223,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1
Yes,25,Travel_Frequently,599,Cardiology,24,1,Life Sciences,3,Male,73,1,1,Other,4,Single,1118,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0
No,26,Travel_Rarely,583,Maternity,4,2,Life Sciences,3,Male,53,3,1,Other,4,Single,2875,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2
No,45,Travel_Rarely,1449,Cardiology,2,3,Marketing,1,Female,94,1,5,Administrative,2,Single,18824,2493,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11
No,55,Non-Travel,177,Maternity,8,1,Medical,4,Male,37,2,4,Nurse,2,Divorced,13577,25592,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0
Yes,21,Travel_Frequently,251,Maternity,10,2,Life Sciences,1,Female,45,2,1,Nurse,3,Single,2625,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2
No,46,Travel_Rarely,168,Cardiology,4,2,Marketing,4,Female,33,2,5,Administrative,2,Married,18789,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8
No,34,Travel_Rarely,131,Cardiology,2,3,Marketing,3,Female,86,3,2,Nurse,1,Single,4538,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2
No,51,Travel_Frequently,237,Cardiology,9,3,Life Sciences,4,Male,83,3,5,Administrative,2,Divorced,19847,19196,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10
No,59,Travel_Rarely,1429,Maternity,18,4,Medical,4,Male,67,3,3,Therapist,4,Single,10512,20002,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4
No,34,Travel_Frequently,135,Maternity,19,3,Medical,3,Female,46,3,2,Nurse,2,Divorced,4444,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10
Yes,28,Travel_Frequently,791,Maternity,1,4,Medical,4,Male,44,3,1,Nurse,3,Single,2154,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2
No,44,Travel_Rarely,1199,Neurology,4,2,Life Sciences,3,Male,92,4,5,Other,1,Divorced,19190,17477,1,Y,No,14,3,4,80,2,26,4,2,25,9,14,13
No,34,Travel_Frequently,648,Neurology,11,3,Life Sciences,3,Male,56,2,2,Other,2,Married,4490,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8
No,35,Travel_Rarely,735,Maternity,6,1,Life Sciences,3,Male,66,3,1,Other,3,Married,3506,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2
No,42,Travel_Rarely,603,Maternity,7,4,Medical,2,Female,78,4,2,Other,2,Married,2372,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0
No,43,Travel_Rarely,531,Cardiology,4,4,Marketing,4,Female,56,2,3,Nurse,4,Single,10231,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17
No,36,Travel_Rarely,429,Neurology,2,4,Life Sciences,3,Female,53,3,2,Therapist,2,Single,5410,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12
No,44,Travel_Rarely,621,Maternity,15,3,Medical,1,Female,73,3,3,Nurse,4,Married,7978,14075,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5
No,28,Travel_Frequently,193,Maternity,2,3,Life Sciences,4,Male,52,2,1,Nurse,4,Married,3867,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2
No,51,Travel_Frequently,968,Maternity,6,2,Medical,2,Female,40,2,1,Nurse,3,Single,2838,4257,0,Y,No,14,3,2,80,0,8,6,2,7,0,7,7
No,30,Non-Travel,879,Maternity,9,2,Medical,3,Female,72,3,2,Therapist,3,Single,4695,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7
Yes,29,Travel_Rarely,806,Maternity,7,3,Technical Degree,2,Female,39,3,1,Nurse,3,Divorced,3339,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7
No,28,Travel_Rarely,640,Maternity,1,3,Technical Degree,4,Male,84,3,1,Other,1,Single,2080,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2
No,25,Travel_Rarely,266,Maternity,1,3,Medical,4,Female,40,3,1,Other,2,Single,2096,18830,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1
No,32,Travel_Rarely,604,Cardiology,8,3,Medical,3,Male,56,4,2,Nurse,4,Married,6209,11693,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8
No,45,Travel_Frequently,364,Neurology,25,3,Medical,2,Female,83,3,5,Other,2,Single,18061,13035,3,Y,No,22,4,3,80,0,22,4,3,0,0,0,0
No,39,Travel_Rarely,412,Neurology,13,4,Medical,3,Female,94,2,4,Other,2,Divorced,17123,17334,6,Y,Yes,13,3,4,80,2,21,4,3,19,9,15,2
No,58,Travel_Rarely,848,Maternity,23,4,Life Sciences,1,Male,88,3,1,Other,3,Divorced,2372,26076,1,Y,No,12,3,4,80,2,2,3,3,2,2,2,2
No,32,Travel_Rarely,1089,Maternity,7,2,Life Sciences,4,Male,79,3,2,Nurse,3,Married,4883,22845,1,Y,No,18,3,1,80,1,10,3,3,10,4,1,1
Yes,39,Travel_Rarely,360,Maternity,23,3,Medical,3,Male,93,3,1,Other,1,Single,3904,22154,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3
No,30,Travel_Rarely,1138,Maternity,6,3,Technical Degree,1,Female,48,2,2,Nurse,4,Married,4627,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7
No,36,Travel_Rarely,325,Maternity,10,4,Technical Degree,4,Female,63,3,3,Nurse,3,Married,7094,5747,3,Y,No,12,3,1,80,0,10,0,3,7,7,1,7
No,46,Travel_Rarely,991,Neurology,1,2,Life Sciences,4,Female,44,3,1,Other,1,Single,3423,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7
No,28,Non-Travel,1476,Maternity,1,3,Life Sciences,3,Female,55,1,2,Nurse,4,Married,6674,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5
No,50,Travel_Rarely,1322,Maternity,28,3,Life Sciences,4,Female,43,3,4,Administrative,1,Married,16880,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2
Yes,40,Travel_Rarely,299,Cardiology,25,4,Marketing,4,Male,57,2,3,Nurse,2,Single,9094,17235,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0
Yes,52,Travel_Rarely,1030,Cardiology,5,3,Life Sciences,2,Male,64,3,3,Nurse,2,Single,8446,21534,9,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7
No,30,Travel_Rarely,634,Neurology,17,4,Medical,2,Female,95,3,3,Other,1,Married,11916,25927,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8
No,39,Travel_Rarely,524,Maternity,18,2,Life Sciences,1,Male,32,3,2,Therapist,3,Single,4534,13352,0,Y,No,11,3,1,80,0,9,6,3,8,7,1,7
No,31,Non-Travel,587,Cardiology,2,4,Life Sciences,4,Female,57,3,3,Nurse,3,Divorced,9852,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6
No,41,Non-Travel,256,Cardiology,10,2,Medical,3,Male,40,1,2,Nurse,2,Single,6151,22074,1,Y,No,13,3,1,80,0,19,4,3,19,2,11,9
Yes,31,Travel_Frequently,1060,Cardiology,1,3,Life Sciences,4,Female,54,3,1,Other,2,Single,2302,8319,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2
No,44,Travel_Rarely,935,Maternity,3,3,Life Sciences,1,Male,89,3,1,Nurse,1,Married,2362,14669,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2
No,42,Non-Travel,495,Neurology,2,1,Life Sciences,3,Male,37,3,4,Other,3,Married,17861,26582,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10
No,55,Travel_Rarely,282,Neurology,2,2,Medical,4,Female,58,1,5,Other,3,Married,19187,6992,4,Y,No,14,3,4,80,1,23,5,3,19,9,9,11
